GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
151126	4.28e-10	1.52e-12	0.3762	-7.072957	-2.66109228	332.77	ZNF385B	zinc finger protein 385B
554202	4.32e-10	1.55e-12	0.3833	-7.0702929	-2.71000285	45.16	MIR31HG	MIR31 host gene
4313	4.59e-10	1.66e-12	0.4013	7.0602766	2.83331008	1087.77	MMP2	matrix metallopeptidase 2
3399	4.78e-10	1.75e-12	0.3155	7.0529465	2.22514393	1399.29	ID3	inhibitor of DNA binding 3
150379	4.85e-10	1.80e-12	0.4571	-7.049282	-3.22208236	24.68	PNPLA5	patatin like phospholipase domain containing 5
10815	5.40e-10	2.02e-12	0.3838	-7.0328593	-2.69941303	788.81	CPLX1	complexin 1
8368	5.41e-10	2.05e-12	0.6164	7.0309794	4.3341262	94.3	H4C13	H4 clustered histone 13
6792	5.51e-10	2.11e-12	0.2726	-7.0270403	-1.91584232	3203.52	CDKL5	cyclin dependent kinase like 5
8857	6.17e-10	2.39e-12	0.5179	7.0095842	3.63030344	4593.62	FCGBP	Fc gamma binding protein
83468	6.49e-10	2.54e-12	0.1645	-7.0010989	-1.15165781	77.96	GLT8D2	glycosyltransferase 8 domain containing 2
1800	6.63e-10	2.62e-12	0.642	6.9966386	4.49156652	80.86	DPEP1	dipeptidase 1
105373896	7.05e-10	2.82e-12	0.567	-6.9865318	-3.96140383	128.57	LOC105373896	uncharacterized LOC105373896
107985990	7.25e-10	2.95e-12	0.564	-6.9802265	-3.936819	44.93	LOC107985990	uncharacterized LOC107985990
5836	7.25e-10	2.96e-12	0.2931	6.9796393	2.04551131	827.03	PYGL	glycogen phosphorylase L
113189	7.40e-10	3.05e-12	0.2007	6.9753286	1.39984361	201.39	CHST14	carbohydrate sulfotransferase 14
84976	7.44e-10	3.10e-12	0.1718	6.9729532	1.19794644	463.39	DISP1	dispatched RND transporter family member 1
304	7.44e-10	3.13e-12	0.4316	6.9717737	3.00919545	52.42	ANXA2P2	annexin A2 pseudogene 2
105377374	7.61e-10	3.23e-12	0.4505	6.9672116	3.13887297	41.77	LOC105377374	uncharacterized LOC105377374
123920	8.11e-10	3.48e-12	0.2623	6.9569576	1.82514119	520.34	CMTM3	CKLF like MARVEL transmembrane domain containing 3
7422	8.62e-10	3.73e-12	0.4885	6.9468673	3.39370609	4550.36	VEGFA	vascular endothelial growth factor A
8038	8.70e-10	3.81e-12	0.271	6.9442075	1.88191881	416.79	ADAM12	ADAM metallopeptidase domain 12
112268430	9.00e-10	3.97e-12	0.3437	6.9382064	2.3844995	293.23	LOC112268430	
107986153	9.23e-10	4.15e-12	0.2486	6.9319874	1.72360969	91.06	LOC107986153	
64794	9.23e-10	4.14e-12	0.1294	6.9321536	0.89673986	500.87	DDX31	DEAD-box helicase 31
102724852	9.26e-10	4.21e-12	0.7956	6.9300884	5.51357008	181.85	LOC102724852	replaced by ID 100033819
107984326	1.01e-09	4.66e-12	0.3391	-6.9155076	-2.34513145	18.27	LOC107984326	uncharacterized LOC107984326
55701	1.01e-09	4.67e-12	0.1831	6.9151524	1.26635237	2433.93	ARHGEF40	Rho guanine nucleotide exchange factor 40
715	1.02e-09	4.77e-12	0.456	6.9121836	3.1518776	1730.17	C1R	complement C1r
644596	1.07e-09	5.05e-12	0.3333	-6.9041057	-2.30116852	471.98	SMIM10L2B	small integral membrane protein 10 like 2B
1277	1.08e-09	5.15e-12	0.6737	6.9013977	4.64979186	1064.71	COL1A1	collagen type I alpha 1 chain
116372	1.08e-09	5.19e-12	0.343	6.9001512	2.36673284	800.6	LYPD1	LY6/PLAUR domain containing 1
345079	1.12e-09	5.41e-12	0.4974	-6.8943298	-3.4291315	141.42	SOWAHB	sosondowah ankyrin repeat domain family member B
770	1.15e-09	5.60e-12	0.3111	-6.8893881	-2.14317676	1727.8	CA11	carbonic anhydrase 11
285386	1.17e-09	5.73e-12	0.2583	6.8861768	1.77889401	127.55	TPRG1	tumor protein p63 regulated 1
146057	1.19e-09	5.90e-12	0.1503	-6.8820073	-1.03402555	3400.41	TTBK2	tau tubulin kinase 2
134957	1.21e-09	6.12e-12	0.191	-6.8767549	-1.31361761	2584.95	STXBP5	syntaxin binding protein 5
4744	1.21e-09	6.09e-12	0.414	-6.8774472	-2.84718809	700.15	NEFH	neurofilament heavy chain
4571	1.21e-09	6.03e-12	0.1935	-6.8788373	-1.33086855	1338.77	TRNP	tRNA-Pro
54769	1.27e-09	6.49e-12	0.3847	-6.8685147	-2.64217859	2435.08	DIRAS2	DIRAS family GTPase 2
9902	1.30e-09	6.72e-12	0.3451	6.8634627	2.36858353	1748.13	MRC2	mannose receptor C type 2
977	1.47e-09	7.63e-12	0.2546	6.8453898	1.74267275	1126.03	CD151	CD151 molecule (Raph blood group)
101929485	1.60e-09	8.39e-12	0.3755	-6.8316768	-2.56496691	58.35	LOC101929485	uncharacterized LOC101929485
102191832	1.60e-09	8.62e-12	0.2552	-6.8279225	-1.74217339	146.37	FBXW7-AS1	FBXW7 antisense RNA 1
5601	1.60e-09	8.53e-12	0.173	-6.8292863	-1.18164021	1841.48	MAPK9	mitogen-activated protein kinase 9
404037	1.60e-09	8.57e-12	0.3874	-6.8286556	-2.64554032	421.3	HAPLN4	hyaluronan and proteoglycan link protein 4
101928300	1.81e-09	9.77e-12	0.52	-6.8097992	-3.54122666	18.85	CABP1-DT	CABP1 divergent transcript
301	1.86e-09	1.01e-11	0.4009	6.8046654	2.72783566	1500.57	ANXA1	annexin A1
105370610	1.90e-09	1.04e-11	0.5043	-6.8002937	-3.42947332	69.32	LINC02296	long intergenic non-protein coding RNA 2296
1848	1.98e-09	1.10e-11	0.3369	6.7933693	2.28879935	2252.26	DUSP6	dual specificity phosphatase 6
285	2.05e-09	1.14e-11	0.3232	6.7872244	2.1938158	755.68	ANGPT2	angiopoietin 2
23166	2.08e-09	1.17e-11	0.3707	6.7836579	2.51483516	2478.63	STAB1	stabilin 1
79690	2.14e-09	1.21e-11	0.261	6.7790679	1.76929532	371.22	GAL3ST4	galactose-3-O-sulfotransferase 4
255167	2.15e-09	1.23e-11	0.3793	-6.7769427	-2.57058465	80.29	LINC01018	long intergenic non-protein coding RNA 1018
2863	2.19e-09	1.28e-11	0.3398	6.771191	2.30109442	484.51	GPR39	G protein-coupled receptor 39
105377872	2.19e-09	1.27e-11	0.3585	6.7716979	2.4274451	271.53	LOC105377872	
51701	2.19e-09	1.28e-11	0.1691	-6.7714047	-1.14526085	1941.38	NLK	nemo like kinase
145773	2.97e-09	1.75e-11	0.2868	-6.7257437	-1.92891209	558.37	FAM81A	family with sequence similarity 81 member A
90523	3.04e-09	1.80e-11	0.4681	-6.721577	-3.14608013	682.64	MLIP	muscular LMNA interacting protein
165679	3.06e-09	1.83e-11	0.2942	-6.7188995	-1.97666574	157.92	SPTSSB	serine palmitoyltransferase small subunit B
57210	3.06e-09	1.84e-11	0.2045	-6.7184852	-1.37411381	973.88	SLC45A4	solute carrier family 45 member 4
10645	3.20e-09	1.93e-11	0.2291	-6.7109536	-1.53777616	1902.32	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
10630	3.55e-09	2.17e-11	0.4432	6.6938862	2.96697951	1087.37	PDPN	podoplanin
8407	3.55e-09	2.16e-11	0.2595	6.6948581	1.73756235	881.6	TAGLN2	transgelin 2
4615	3.57e-09	2.21e-11	0.2382	6.6911896	1.59352966	205.66	MYD88	MYD88 innate immune signal transduction adaptor
3787	3.57e-09	2.20e-11	0.446	-6.6920361	-2.98445697	614.39	KCNS1	potassium voltage-gated channel modifier subfamily S member 1
2120	3.58e-09	2.24e-11	0.1663	6.6897651	1.11278935	795.46	ETV6	ETS variant transcription factor 6
3708	3.58e-09	2.25e-11	0.2713	-6.6886874	-1.81496846	4828.06	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
4572	3.58e-09	2.27e-11	0.4079	-6.6875572	-2.72778333	233.47	TRNQ	tRNA-Gln
151636	3.72e-09	2.38e-11	0.2885	6.6808152	1.9274302	1106.31	DTX3L	deltex E3 ubiquitin ligase 3L
10385	3.72e-09	2.39e-11	0.252	6.6802132	1.68334312	260.86	BTN2A2	butyrophilin subfamily 2 member A2
83690	3.89e-09	2.51e-11	0.4464	6.6727117	2.97898821	1538.86	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1
1870	3.95e-09	2.57e-11	0.7222	6.6695782	4.81695167	141.44	E2F2	E2F transcription factor 2
19	3.96e-09	2.59e-11	0.3013	6.6682987	2.00899553	7551.46	ABCA1	ATP binding cassette subfamily A member 1
2882	4.15e-09	2.73e-11	0.2557	6.6604193	1.70308541	202.47	GPX7	glutathione peroxidase 7
202500	4.17e-09	2.78e-11	0.2774	-6.6579192	-1.84705167	216.04	TCTE1	t-complex-associated-testis-expressed 1
675	4.17e-09	2.78e-11	0.3546	6.6578561	2.36081455	286.97	BRCA2	BRCA2 DNA repair associated
284716	4.34e-09	2.96e-11	0.2551	-6.6483582	-1.6963162	718.6	RIMKLA	ribosomal modification protein rimK like family member A
59350	4.34e-09	2.93e-11	0.4878	-6.6498474	-3.24367652	219.62	RXFP1	relaxin family peptide receptor 1
283120	4.34e-09	2.92e-11	0.781	6.6503929	5.19389352	162.44	H19	H19 imprinted maternally expressed transcript
6768	4.34e-09	2.96e-11	0.4346	6.6485578	2.88940475	119.65	ST14	ST14 transmembrane serine protease matriptase
387923	4.54e-09	3.12e-11	0.1428	-6.6408986	-0.94809604	293.71	SERP2	stress associated endoplasmic reticulum protein family member 2
23509	4.71e-09	3.26e-11	0.1916	6.634527	1.27146185	1260.04	POFUT1	protein O-fucosyltransferase 1
4343	4.82e-09	3.35e-11	0.1954	6.6302234	1.29545028	1578.21	MOV10	Mov10 RISC complex RNA helicase
101929544	5.13e-09	3.59e-11	0.595	-6.6200654	-3.93876869	19.74	LINC02217	long intergenic non-protein coding RNA 2217
26271	5.40e-09	3.80e-11	0.3196	6.6116961	2.11333483	173.68	FBXO5	F-box protein 5
641700	5.44e-09	3.85e-11	0.3662	6.6097989	2.42031714	80.32	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
5806	5.48e-09	3.95e-11	0.5011	6.6060689	3.31057867	69.17	PTX3	pentraxin 3
105376617	5.48e-09	3.93e-11	0.3091	-6.6065729	-2.04190095	388.39	LOC105376617	uncharacterized LOC105376617
5725	5.48e-09	3.92e-11	0.2144	6.6070939	1.41652845	1457.47	PTBP1	polypyrimidine tract binding protein 1
1149	6.58e-09	4.77e-11	0.5141	-6.5778886	-3.38199913	15.07	CIDEA	cell death inducing DFFA like effector a
101927267	6.80e-09	4.96e-11	0.4509	6.5722732	2.9633975	29.03	TROAP-AS1	TROAP and PRPH antisense RNA 1
63908	7.04e-09	5.16e-11	0.3193	-6.5661794	-2.09682969	4078.58	NAPB	NSF attachment protein beta
83592	7.37e-09	5.43e-11	0.3318	-6.5585158	-2.17644249	135.87	AKR1E2	aldo-keto reductase family 1 member E2
3485	7.47e-09	5.54e-11	0.5207	6.5556632	3.41355814	2615.89	IGFBP2	insulin like growth factor binding protein 2
105375787	8.10e-09	6.04e-11	0.3232	-6.5428007	-2.11438518	56.43	LOC105375787	uncharacterized LOC105375787
162073	8.35e-09	6.26e-11	0.1713	6.5373168	1.12010043	947.72	ITPRIPL2	ITPRIP like 2
23285	8.41e-09	6.34e-11	0.3121	-6.5355763	-2.03972902	2708.98	KIAA1107	replaced by ID 284697
6622	8.67e-09	6.57e-11	0.405	-6.5300871	-2.6444741	1511.67	SNCA	synuclein alpha
64168	8.84e-09	6.73e-11	0.4089	-6.5264618	-2.66869537	3468.6	NECAB1	N-terminal EF-hand calcium binding protein 1
3029	9.12e-09	6.99e-11	0.125	-6.5208527	-0.81482033	995.29	HAGH	hydroxyacylglutathione hydrolase
2554	9.19e-09	7.08e-11	0.5342	-6.5188897	-3.48240065	2159.19	GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1
105371737	9.73e-09	7.54e-11	0.3292	-6.5095669	-2.14280494	27.5	LOC105371737	uncharacterized LOC105371737
54704	9.85e-09	7.67e-11	0.2796	-6.5068473	-1.81910209	2120.56	PDP1	pyruvate dehydrogenase phosphatase catalytic subunit 1
196527	1.04e-08	8.19e-11	0.2555	6.4969937	1.65999226	2088.21	ANO6	anoctamin 6
641	1.04e-08	8.16e-11	0.347	6.4976059	2.25454589	749.04	BLM	BLM RecQ like helicase
100506563	1.06e-08	8.39e-11	0.3817	-6.4935203	-2.47836703	20.2	LOC100506563	uncharacterized LOC100506563
107985020	1.06e-08	8.40e-11	0.3541	6.4931735	2.29933032	41.98	LOC107985020	uncharacterized LOC107985020
23193	1.07e-08	8.52e-11	0.1359	6.4911504	0.88225427	3573.03	GANAB	glucosidase II alpha subunit
4478	1.07e-08	8.56e-11	0.1927	6.4903667	1.25074139	5123.21	MSN	moesin
55568	1.09e-08	8.78e-11	0.2742	6.4865637	1.77829928	1949.71	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
4828	1.12e-08	9.09e-11	0.4326	6.4813307	2.8040772	404.25	NMB	neuromedin B
202559	1.12e-08	9.17e-11	0.4782	-6.4800569	-3.0986223	1389.67	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2
57576	1.24e-08	1.02e-10	0.2847	-6.4640216	-1.84011857	224.36	KIF17	kinesin family member 17
5803	1.24e-08	1.02e-10	0.3373	6.4645578	2.18043032	40480.61	PTPRZ1	protein tyrosine phosphatase receptor type Z1
100128264	1.31e-08	1.08e-10	0.53	-6.4549013	-3.42088088	100.31	HTR5A-AS1	HTR5A antisense RNA 1
390616	1.31e-08	1.09e-10	0.5402	-6.454321	-3.48684426	61.25	ANKRD34C	ankyrin repeat domain 34C
6253	1.38e-08	1.16e-10	0.247	-6.4450547	-1.59224624	312.86	RTN2	reticulon 2
101929748	1.48e-08	1.24e-10	0.3031	-6.4339061	-1.95025689	91.01	LOC101929748	uncharacterized LOC101929748
6185	1.48e-08	1.25e-10	0.2017	6.4325744	1.2974712	3096.1	RPN2	ribophorin II
837	1.53e-08	1.31e-10	0.3377	6.426446	2.16989626	207.16	CASP4	caspase 4
8477	1.53e-08	1.30e-10	0.4219	6.4268974	2.71120204	134.76	GPR65	G protein-coupled receptor 65
4145	1.53e-08	1.31e-10	0.4062	-6.425428	-2.61023713	365.28	MATK	megakaryocyte-associated tyrosine kinase
399668	1.53e-08	1.32e-10	0.2558	-6.425136	-1.64369003	784.47	SMIM10L2A	small integral membrane protein 10 like 2A
56884	1.55e-08	1.35e-10	0.4222	-6.4218047	-2.71106821	404.59	FSTL5	follistatin like 5
4320	1.56e-08	1.36e-10	0.2746	6.4205731	1.76312445	42.23	MMP11	matrix metallopeptidase 11
3162	1.56e-08	1.37e-10	0.4192	6.4193948	2.6909263	982.42	HMOX1	heme oxygenase 1
143458	1.57e-08	1.38e-10	0.2319	6.4177121	1.48797843	914.67	LDLRAD3	low density lipoprotein receptor class A domain containing 3
79762	1.63e-08	1.44e-10	0.3695	-6.4113152	-2.36877643	1079.9	C1orf115	chromosome 1 open reading frame 115
306	1.66e-08	1.49e-10	0.3654	-6.4061264	-2.34091287	112.97	ANXA3	annexin A3
143098	1.66e-08	1.50e-10	0.3533	-6.405345	-2.26306151	203.43	MPP7	MAGUK p55 scaffold protein 7
24147	1.66e-08	1.49e-10	0.2965	6.4061656	1.89934673	685.71	FJX1	four-jointed box kinase 1
246330	1.66e-08	1.48e-10	0.2123	-6.4076764	-1.3604345	654.24	PELI3	pellino E3 ubiquitin protein ligase family member 3
123591	1.66e-08	1.50e-10	0.2225	-6.4054775	-1.42526933	89.55	TMEM266	transmembrane protein 266
60370	1.73e-08	1.57e-10	0.2454	-6.3979448	-1.57011455	208.63	AVPI1	arginine vasopressin induced 1
4565	1.73e-08	1.58e-10	0.416	-6.3975366	-2.66169469	206.55	TRNI	tRNA-Ile
105373390	1.86e-08	1.70e-10	0.4352	-6.3859324	-2.77884667	245.71	LOC105373390	uncharacterized LOC105373390
84918	1.87e-08	1.72e-10	0.1778	-6.3840533	-1.13522369	1147.47	LRP11	LDL receptor related protein 11
374875	1.91e-08	1.77e-10	0.1572	-6.3801028	-1.00325903	509.05	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like
9348	1.94e-08	1.81e-10	0.4798	-6.3768224	-3.05966242	480.39	NDST3	N-deacetylase and N-sulfotransferase 3
9830	1.94e-08	1.81e-10	0.1626	6.3763727	1.0367006	922.17	TRIM14	tripartite motif containing 14
6282	2.01e-08	1.88e-10	0.3075	6.3706377	1.95901418	362.24	S100A11	S100 calcium binding protein A11
51361	2.02e-08	1.91e-10	0.3573	-6.368681	-2.27550781	456.78	HOOK1	hook microtubule tethering protein 1
107985165	2.02e-08	1.91e-10	0.5094	-6.3685373	-3.24422375	17.65	LOC107985165	uncharacterized LOC107985165
22849	2.07e-08	1.96e-10	0.2593	-6.3640943	-1.65025368	1505.47	CPEB3	cytoplasmic polyadenylation element binding protein 3
79709	2.07e-08	1.98e-10	0.188	6.3631918	1.19650443	955.05	COLGALT1	collagen beta(1-O)galactosyltransferase 1
8925	2.09e-08	2.00e-10	0.1264	-6.3612401	-0.80390758	9731.44	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
1192	2.12e-08	2.04e-10	0.3457	6.3585113	2.19842298	1082.56	CLIC1	chloride intracellular channel 1
93323	2.27e-08	2.19e-10	0.2148	6.3474559	1.36362261	73.47	HAUS8	HAUS augmin like complex subunit 8
552860	2.29e-08	2.22e-10	0.2972	-6.3452968	-1.88590535	20.83	SAMD12-AS1	SAMD12 antisense RNA 1
3788	2.33e-08	2.27e-10	0.4356	-6.3416561	-2.7625141	475.61	KCNS2	potassium voltage-gated channel modifier subfamily S member 2
56970	2.45e-08	2.39e-10	0.1563	-6.3336372	-0.99018507	1850.65	ATXN7L3	ataxin 7 like 3
6890	2.47e-08	2.43e-10	0.2982	6.3312848	1.88786621	887.51	TAP1	transporter 1, ATP binding cassette subfamily B member
