GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
51514	4.48e-15	1.23e-17	0.5067	8.550109	4.3324031	90.44	DTL	denticleless E3 ubiquitin protein ligase homolog
3490	4.48e-15	1.24e-17	0.2223	8.548915	1.9002296	3877.63	IGFBP7	insulin like growth factor binding protein 7
9518	4.61e-15	1.30e-17	0.5071	8.543652	4.332693	44.87	GDF15	growth differentiation factor 15
27286	7.64e-15	2.19e-17	0.3205	8.48329	2.7191322	232.87	SRPX2	sushi repeat containing protein X-linked 2
960	1.25e-14	3.64e-17	0.3955	8.423892	3.3313668	2495.67	CD44	CD44 molecule (Indian blood group)
4318	1.27e-14	3.75e-17	0.6894	8.420361	5.8045798	163.08	MMP9	matrix metallopeptidase 9
699	1.41e-14	4.24e-17	0.4793	8.405929	4.0286536	130.82	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
57082	1.44e-14	4.39e-17	0.5058	8.402006	4.2494275	90.73	KNL1	kinetochore scaffold 1
118932	1.46e-14	4.54e-17	0.5282	8.398096	4.4360842	40.71	ANKRD22	ankyrin repeat domain 22
55388	1.51e-14	4.75e-17	0.5989	8.392728	5.0264208	54.66	MCM10	minichromosome maintenance 10 replication initiation factor
6281	2.18e-14	6.96e-17	0.2928	8.347628	2.4438821	781.22	S100A10	S100 calcium binding protein A10
332	2.18e-14	7.08e-17	0.5398	8.34563	4.5047775	201.3	BIRC5	baculoviral IAP repeat containing 5
29774	2.35e-14	7.73e-17	0.3148	8.335287	2.6241942	100.46	POM121L9P	POM121 transmembrane nucleoporin like 9, pseudogene
144455	2.40e-14	8.02e-17	0.4459	8.330904	3.7146482	59.99	E2F7	E2F transcription factor 7
1117	2.45e-14	8.33e-17	0.5178	8.326511	4.3110834	967.67	CHI3L2	chitinase 3 like 2
285	2.71e-14	9.34e-17	0.332	8.312905	2.7602477	340.67	ANGPT2	angiopoietin 2
5104	3.02e-14	1.05e-16	0.4146	8.298568	3.4406878	91.34	SERPINA5	serpin family A member 5
26253	3.14e-14	1.11e-16	0.3527	8.292349	2.925064	49.02	CLEC4E	C-type lectin domain family 4 member E
9928	3.44e-14	1.25e-16	0.5513	8.278354	4.5641582	75.83	KIF14	kinesin family member 14
643911	3.44e-14	1.25e-16	0.437	8.278472	3.618079	70.11	CRNDE	colorectal neoplasia differentially expressed
3833	3.89e-14	1.43e-16	0.5149	8.262119	4.2542923	146.96	KIFC1	kinesin family member C1
27197	4.52e-14	1.68e-16	0.5083	8.242745	4.189458	23.69	GPR82	G protein-coupled receptor 82
100505875	4.90e-14	1.85e-16	0.4299	8.231469	3.5384242	128.24	LINC01088	long intergenic non-protein coding RNA 1088
10578	5.64e-14	2.16e-16	0.4061	8.213104	3.3354638	59.36	GNLY	granulysin
7076	7.65e-14	2.96e-16	0.4601	8.174861	3.7611825	1788.72	TIMP1	TIMP metallopeptidase inhibitor 1
2014	1.01e-13	3.97e-16	0.2831	8.139568	2.3044113	343.3	EMP3	epithelial membrane protein 3
170689	1.04e-13	4.14e-16	0.318	8.13442	2.587003	88.93	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
154664	1.23e-13	4.95e-16	0.5474	8.112824	4.4409637	20.78	ABCA13	ATP binding cassette subfamily A member 13
196527	1.37e-13	5.56e-16	0.1831	8.098579	1.482499	928.72	ANO6	anoctamin 6
302	1.44e-13	5.90e-16	0.3712	8.09136	3.0037284	1534.72	ANXA2	annexin A2
83690	1.70e-13	7.06e-16	0.366	8.069538	2.9535751	742.27	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1
57224	2.06e-13	8.64e-16	0.1314	8.044722	1.0570294	541.69	NHSL1	NHS like 1
29842	2.08e-13	8.84e-16	0.2962	8.042002	2.3817837	167.01	TFCP2L1	transcription factor CP2 like 1
3399	2.08e-13	8.94e-16	0.3234	8.040559	2.6002996	1242.05	ID3	inhibitor of DNA binding 3
4256	2.13e-13	9.28e-16	0.4156	8.036062	3.3401871	581.72	MGP	matrix Gla protein
5328	2.44e-13	1.07e-15	0.4276	8.018461	3.428652	176.91	PLAU	plasminogen activator, urokinase
101926975	2.46e-13	1.11e-15	0.2872	-8.014561	-2.3017728	15.38	LINC01844	long intergenic non-protein coding RNA 1844
4323	2.46e-13	1.10e-15	0.3764	8.015136	3.0168274	998.56	MMP14	matrix metallopeptidase 14
5475	2.63e-13	1.19e-15	0.248	-8.005036	-1.9853902	77.85	PPEF1	protein phosphatase with EF-hand domain 1
7412	2.88e-13	1.32e-15	0.4259	7.992507	3.4040128	318.22	VCAM1	vascular cell adhesion molecule 1
2766	3.28e-13	1.52e-15	0.1853	7.975198	1.4780233	248.4	GMPR	guanosine monophosphate reductase
5255	3.58e-13	1.68e-15	0.1549	7.963221	1.233161	547.81	PHKA1	phosphorylase kinase regulatory subunit alpha 1
51203	3.78e-13	1.79e-15	0.4637	7.955216	3.6887801	301.67	NUSAP1	nucleolar and spindle associated protein 1
107985303	3.90e-13	1.87e-15	0.2749	-7.949973	-2.185482	40.4	LOC107985303	IQ motif and SEC7 domain-containing protein 2-like
102723955	4.04e-13	1.95e-15	0.3389	7.944648	2.6922437	42.3	PDE4DIPP7	PDE4DIP pseudogene 7
604	4.62e-13	2.25e-15	0.1404	7.926694	1.1129639	2430.22	BCL6	BCL6 transcription repressor
171558	5.01e-13	2.47e-15	0.4767	7.915266	3.7734398	18.07	PTCRA	pre T cell antigen receptor alpha
1842	5.24e-13	2.60e-15	0.2927	7.9086	2.3148774	312.19	ECM2	extracellular matrix protein 2
101929805	6.30e-13	3.19e-15	0.3758	7.883381	2.9626842	25.22	LOC101929805	myomegalin-like
348	6.30e-13	3.19e-15	0.1976	7.883221	1.5574768	17282.35	APOE	apolipoprotein E
3213	7.07e-13	3.61e-15	0.6635	7.867628	5.2204225	66.92	HOXB3	homeobox B3
9133	7.30e-13	3.77e-15	0.4525	7.862394	3.5579896	99.27	CCNB2	cyclin B2
983	9.01e-13	4.69e-15	0.4735	7.834874	3.7097345	170.2	CDK1	cyclin dependent kinase 1
643680	9.24e-13	4.86e-15	0.4912	7.830542	3.8465574	30.78	MS4A4E	membrane spanning 4-domains A4E
146909	1.02e-12	5.41e-15	0.5421	7.817025	4.2374846	165.59	KIF18B	kinesin family member 18B
11004	1.11e-12	5.94e-15	0.4452	7.805284	3.4750354	153.49	KIF2C	kinesin family member 2C
1356	1.12e-12	6.04e-15	0.3442	7.803032	2.6860992	686.93	CP	ceruloplasmin
8318	1.12e-12	6.12e-15	0.5085	7.801541	3.9672038	70.77	CDC45	cell division cycle 45
55723	1.14e-12	6.27e-15	0.5023	7.798408	3.9174242	73.85	ASF1B	anti-silencing function 1B histone chaperone
114885	1.16e-12	6.41e-15	0.1302	7.795654	1.0150887	763.35	OSBPL11	oxysterol binding protein like 11
79971	1.21e-12	6.78e-15	0.1551	7.788473	1.2076645	2681.7	WLS	Wnt ligand secretion mediator
3842	1.29e-12	7.28e-15	0.0886	7.779469	0.6892343	2175.13	TNPO1	transportin 1
197021	1.38e-12	7.87e-15	0.1673	7.769654	1.3000909	74.38	LCTL	lactase like
6280	1.41e-12	8.07e-15	0.4332	7.7665	3.3647959	211.47	S100A9	S100 calcium binding protein A9
8061	1.42e-12	8.19e-15	0.3722	7.764564	2.8902316	35.88	FOSL1	FOS like 1, AP-1 transcription factor subunit
154822	1.45e-12	8.45e-15	0.7184	7.760706	5.5753309	210.43	LINC00689	long intergenic non-protein coding RNA 689
8857	1.72e-12	1.01e-14	0.4417	7.737865	3.4174725	2227.6	FCGBP	Fc gamma binding protein
3500	2.10e-12	1.25e-14	0.7813	7.711203	6.0244413	64.83	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)
64105	2.56e-12	1.54e-14	0.4421	7.684003	3.3967161	72.15	CENPK	centromere protein K
23593	2.56e-12	1.53e-14	0.1081	7.684672	0.8308308	363.51	HEBP2	heme binding protein 2
4582	3.13e-12	1.90e-14	0.2493	7.657195	1.9090776	129.58	MUC1	mucin 1, cell surface associated
90853	3.15e-12	1.93e-14	0.4452	7.655512	3.4083974	193.02	SPOCD1	SPOC domain containing 1
79630	3.34e-12	2.08e-14	0.1756	7.645762	1.3427189	163.48	C1orf54	chromosome 1 open reading frame 54
7850	3.34e-12	2.07e-14	0.6837	7.646162	5.2277179	19.83	IL1R2	interleukin 1 receptor type 2
91107	3.34e-12	2.09e-14	0.2298	7.644932	1.7569484	869.15	TRIM47	tripartite motif containing 47
10630	3.60e-12	2.27e-14	0.3847	7.634222	2.9366258	843.66	PDPN	podoplanin
195827	3.82e-12	2.42e-14	0.117	7.625837	0.8920886	179.58	PRXL2C	peroxiredoxin like 2C
8795	3.96e-12	2.53e-14	0.1984	7.620113	1.5120385	516.48	TNFRSF10B	TNF receptor superfamily member 10b
6277	4.00e-12	2.58e-14	0.2062	7.617878	1.5710295	2040.57	S100A6	S100 calcium binding protein A6
8714	4.09e-12	2.66e-14	0.4712	7.613972	3.5877811	362.6	ABCC3	ATP binding cassette subfamily C member 3
1295	4.37e-12	2.86e-14	0.4973	7.604463	3.7819526	240.38	COL8A1	collagen type VIII alpha 1 chain
6347	4.58e-12	3.02e-14	0.46	7.59745	3.4951418	328.02	CCL2	C-C motif chemokine ligand 2
2149	4.84e-12	3.21e-14	0.4245	7.589376	3.2217685	400.49	F2R	coagulation factor II thrombin receptor
694	5.23e-12	3.50e-14	0.1619	7.57833	1.227176	1014.29	BTG1	BTG anti-proliferation factor 1
5355	5.38e-12	3.63e-14	0.2989	7.573755	2.2639053	217.19	PLP2	proteolipid protein 2
57822	5.46e-12	3.73e-14	0.3811	7.570147	2.8850948	31.75	GRHL3	grainyhead like transcription factor 3
105377667	5.46e-12	3.71e-14	0.3959	7.570634	2.9973522	30.41	CHAER1	cardiac hypertrophy associated epigenetic regulator 1
100505702	5.91e-12	4.07e-14	0.275	7.55888	2.0783523	566.42	LINC01094	long intergenic non-protein coding RNA 1094
112268127	6.14e-12	4.28e-14	0.4754	7.552051	3.590522	11.98	LOC112268127	uncharacterized LOC112268127
220134	6.14e-12	4.27e-14	0.5539	7.552376	4.1831147	39.47	SKA1	spindle and kinetochore associated complex subunit 1
6121	6.42e-12	4.51e-14	0.3657	7.545396	2.759349	81.72	RPE65	retinoid isomerohydrolase RPE65
4283	6.86e-12	4.85e-14	0.6249	7.535956	4.7095407	34.56	CXCL9	C-X-C motif chemokine ligand 9
7272	7.76e-12	5.52e-14	0.5171	7.518878	3.887728	60.97	TTK	TTK protein kinase
4267	7.93e-12	5.69e-14	0.2588	7.515117	1.944914	2413.52	CD99	CD99 molecule (Xg blood group)
768211	8.32e-12	6.00e-14	0.1857	7.508054	1.39395	323.83	RELL1	RELT like 1
3627	8.38e-12	6.09e-14	0.6326	7.506173	4.7480687	78.24	CXCL10	C-X-C motif chemokine ligand 10
79733	8.88e-12	6.49e-14	0.7379	7.49775	5.5324724	26.42	E2F8	E2F transcription factor 8
3371	8.96e-12	6.59e-14	0.4406	7.495706	3.3024819	3076.54	TNC	tenascin C
4057	9.19e-12	6.81e-14	0.5395	7.491514	4.0416286	197.13	LTF	lactotransferrin
89953	1.04e-11	7.83e-14	0.0512	-7.473225	-0.3829138	653.56	KLC4	kinesin light chain 4
4481	1.04e-11	7.78e-14	0.3501	7.473969	2.6162649	435.72	MSR1	macrophage scavenger receptor 1
5872	1.15e-11	8.66e-14	0.2301	7.459889	1.7163682	718.8	RAB13	RAB13, member RAS oncogene family
115362	1.18e-11	8.93e-14	0.4333	7.455786	3.2309337	50.71	GBP5	guanylate binding protein 5
4313	1.19e-11	9.09e-14	0.3711	7.453423	2.7660109	498.9	MMP2	matrix metallopeptidase 2
9927	1.31e-11	1.01e-13	0.0601	-7.44022	-0.4472892	3362.62	MFN2	mitofusin 2
3625	1.36e-11	1.05e-13	0.1767	7.434022	1.3133492	177.17	INHBB	inhibin subunit beta B
9214	1.51e-11	1.18e-13	0.3578	7.419303	2.6548321	20.78	FCMR	Fc mu receptor
3221	1.55e-11	1.21e-13	0.4906	7.415203	3.6381664	36.04	HOXC4	homeobox C4
10763	1.64e-11	1.29e-13	0.4032	7.406999	2.9867458	4348.57	NES	nestin
63901	1.64e-11	1.30e-13	0.2323	7.406355	1.7205926	643.78	FAM111A	FAM111 trypsin like peptidase A
169792	1.69e-11	1.35e-13	0.2022	7.401043	1.4962177	432.46	GLIS3	GLIS family zinc finger 3
107986414	1.89e-11	1.52e-13	0.5029	7.385567	3.7143695	21.67	LOC107986414	uncharacterized LOC107986414
25766	1.90e-11	1.54e-13	0.0456	-7.383998	-0.3368325	757.7	PRPF40B	pre-mRNA processing factor 40 homolog B
403340	1.91e-11	1.55e-13	0.3332	7.382691	2.4598745	31.53	MGC70870	C-terminal binding protein 2 pseudogene
123920	1.95e-11	1.59e-13	0.2973	7.379342	2.1940488	520.86	CMTM3	CKLF like MARVEL transmembrane domain containing 3
22864	2.02e-11	1.66e-13	0.0984	-7.373572	-0.7254827	2122.91	R3HDM2	R3H domain containing 2
25937	2.05e-11	1.69e-13	0.2492	7.370896	1.8366983	1101.53	WWTR1	WW domain containing transcription regulator 1
2305	2.10e-11	1.75e-13	0.4012	7.366797	2.9552795	353.35	FOXM1	forkhead box M1
11118	2.21e-11	1.85e-13	0.2417	7.359323	1.7785411	481.56	BTN3A2	butyrophilin subfamily 3 member A2
162282	2.33e-11	1.96e-13	0.2282	7.3518	1.6775654	189.45	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
6664	2.43e-11	2.06e-13	0.4867	7.345092	3.5750765	660.33	SOX11	SRY-box transcription factor 11
100528020	2.61e-11	2.23e-13	0.3401	7.33421	2.494136	156.72	FAM187A	family with sequence similarity 187 member A
1947	2.61e-11	2.24e-13	0.1445	7.333884	1.059721	268.27	EFNB1	ephrin B1
2151	2.64e-11	2.28e-13	0.5425	7.331252	3.9774604	26.45	F2RL2	coagulation factor II thrombin receptor like 2
57664	2.64e-11	2.27e-13	0.3575	7.331946	2.6214858	368.2	PLEKHA4	pleckstrin homology domain containing A4
3400	2.85e-11	2.48e-13	0.1907	7.319982	1.3959906	2836.52	ID4	inhibitor of DNA binding 4
51196	3.00e-11	2.63e-13	0.1201	7.31229	0.8779571	674.45	PLCE1	phospholipase C epsilon 1
51338	3.07e-11	2.70e-13	0.3623	7.308612	2.6482322	194.58	MS4A4A	membrane spanning 4-domains A4A
102724852	3.09e-11	2.73e-13	0.5314	7.307219	3.8832723	67.31	LOC102724852	replaced by ID 100033819
2633	3.15e-11	2.80e-13	0.3995	7.303532	2.9178912	551.52	GBP1	guanylate binding protein 1
84141	3.17e-11	2.84e-13	0.5389	7.301994	3.9348555	14.32	EVA1A	eva-1 homolog A, regulator of programmed cell death
2146	3.48e-11	3.12e-13	0.4001	7.288929	2.9163869	307.78	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
7132	3.61e-11	3.26e-13	0.2208	7.283064	1.6077551	832.95	TNFRSF1A	TNF receptor superfamily member 1A
81930	3.79e-11	3.44e-13	0.4852	7.275809	3.5304087	43.59	KIF18A	kinesin family member 18A
6646	4.36e-11	3.98e-13	0.156	7.256371	1.1318949	593.57	SOAT1	sterol O-acyltransferase 1
23166	4.62e-11	4.24e-13	0.2948	7.247741	2.1369162	1726.86	STAB1	stabilin 1
9052	4.63e-11	4.27e-13	0.5408	7.246725	3.9187248	45.62	GPRC5A	G protein-coupled receptor class C group 5 member A
1281	4.71e-11	4.37e-13	0.551	7.243634	3.9911259	530.24	COL3A1	collagen type III alpha 1 chain
3105	4.74e-11	4.41e-13	0.2856	7.242233	2.0686177	7120.58	HLA-A	major histocompatibility complex, class I, A
871	5.18e-11	4.85e-13	0.3919	7.229528	2.8334522	645.71	SERPINH1	serpin family H member 1
9180	5.23e-11	4.94e-13	0.2628	7.226803	1.8995303	556.21	OSMR	oncostatin M receptor
1017	5.23e-11	4.92e-13	0.3253	7.227358	2.351296	225.63	CDK2	cyclin dependent kinase 2
11013	5.26e-11	5.00e-13	0.6742	7.22537	4.8715341	83.61	TMSB15A	thymosin beta 15A
10437	5.33e-11	5.09e-13	0.3888	7.222757	2.8084561	595.43	IFI30	IFI30 lysosomal thiol reductase
107985017	5.51e-11	5.29e-13	0.7157	7.217644	5.1657761	17.87	LOC107985017	uncharacterized LOC107985017
1277	5.88e-11	5.67e-13	0.4966	7.208168	3.5797832	428.77	COL1A1	collagen type I alpha 1 chain
199221	6.41e-11	6.21e-13	0.2092	7.195746	1.50525	100.54	DZIP1L	DAZ interacting zinc finger protein 1 like
84166	6.43e-11	6.27e-13	0.2876	7.194529	2.0694288	544.16	NLRC5	NLR family CARD domain containing 5
55970	6.58e-11	6.44e-13	0.2046	7.190826	1.4713983	994.62	GNG12	G protein subunit gamma 12
4001	6.83e-11	6.76e-13	0.4138	7.184247	2.9725182	410.99	LMNB1	lamin B1
51512	6.83e-11	6.76e-13	0.4535	7.184257	3.2579754	150.67	GTSE1	G2 and S-phase expressed 1
55240	7.36e-11	7.31e-13	0.3341	7.173452	2.3965281	275.96	STEAP3	STEAP3 metalloreductase
7050	7.75e-11	7.74e-13	0.2641	7.165731	1.8922515	296.32	TGIF1	TGFB induced factor homeobox 1
3128	7.85e-11	7.87e-13	0.316	7.163336	2.2634345	105.54	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)
5696	8.30e-11	8.37e-13	0.246	7.15493	1.7597995	479.79	PSMB8	proteasome 20S subunit beta 8
644139	8.82e-11	8.93e-13	0.365	7.146058	2.6083883	172.46	PIRT	phosphoinositide interacting regulator of transient receptor potential channels
7045	8.87e-11	9.02e-13	0.5422	7.144641	3.8740748	639.34	TGFBI	transforming growth factor beta induced
1282	9.08e-11	9.28e-13	0.4877	7.14077	3.4825139	2245.2	COL4A1	collagen type IV alpha 1 chain
493869	9.71e-11	9.97e-13	0.4829	7.130943	3.4435522	83.39	GPX8	glutathione peroxidase 8 (putative)
1062	1.01e-10	1.04e-12	0.3495	7.125399	2.4904888	135.64	CENPE	centromere protein E
283120	1.03e-10	1.07e-12	0.5294	7.121779	3.7699771	61.54	H19	H19 imprinted maternally expressed transcript
112267916	1.04e-10	1.08e-12	0.4995	7.120012	3.5562412	22.14	LOC112267916	
6768	1.05e-10	1.10e-12	0.3301	7.117967	2.3493211	88.99	ST14	ST14 transmembrane serine protease matriptase
80832	1.07e-10	1.13e-12	0.4813	7.114181	3.4239504	175.29	APOL4	apolipoprotein L4
222487	1.41e-10	1.49e-12	0.1886	7.075883	1.3344046	1084.66	ADGRG3	adhesion G protein-coupled receptor G3
9531	1.54e-10	1.63e-12	0.1701	7.062744	1.2010701	796.39	BAG3	BAG cochaperone 3
259266	1.55e-10	1.68e-12	0.4911	7.058865	3.4665563	171.77	ASPM	assembly factor for spindle microtubules
114902	1.55e-10	1.67e-12	0.2707	7.059306	1.911266	201.31	C1QTNF5	C1q and TNF related 5
83552	1.55e-10	1.67e-12	0.2707	7.059306	1.911266	201.31	MFRP	membrane frizzled-related protein
9154	1.55e-10	1.67e-12	0.5104	7.059389	3.6033451	13.7	SLC28A1	solute carrier family 28 member 1
6310	1.57e-10	1.70e-12	0.0987	-7.056949	-0.6968431	1965.18	ATXN1	ataxin 1
150468	1.67e-10	1.82e-12	0.4922	7.0479	3.4687249	88.75	CKAP2L	cytoskeleton associated protein 2 like
147841	1.69e-10	1.85e-12	0.4638	7.045699	3.2680676	74.56	SPC24	SPC24 component of NDC80 kinetochore complex
8531	1.76e-10	1.93e-12	0.2343	7.039376	1.649201	566.36	YBX3	Y-box binding protein 3
57722	1.83e-10	2.03e-12	0.1868	7.032599	1.3136902	529.99	IGDCC4	immunoglobulin superfamily DCC subclass member 4
6614	1.83e-10	2.03e-12	0.4416	7.032556	3.1052865	310.11	SIGLEC1	sialic acid binding Ig like lectin 1
7003	1.86e-10	2.07e-12	0.1278	7.029969	0.8981581	1402.14	TEAD1	TEA domain transcription factor 1
57158	1.98e-10	2.21e-12	0.3434	7.020336	2.4104754	78.04	JPH2	junctophilin 2
1978	1.99e-10	2.23e-12	0.3515	7.019348	2.46702	175.53	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
9249	2.05e-10	2.33e-12	0.1593	7.013262	1.1169416	616.21	DHRS3	dehydrogenase/reductase 3
1266	2.05e-10	2.32e-12	0.1821	7.01367	1.2774048	4492.36	CNN3	calponin 3
4069	2.05e-10	2.32e-12	0.4291	7.013752	3.0096503	282.08	LYZ	lysozyme
51065	2.10e-10	2.39e-12	0.1503	7.009478	1.0531899	600.36	RPS27L	ribosomal protein S27 like
728798	2.21e-10	2.53e-12	0.4261	-7.001428	-2.9833139	159.35	FRMPD2B	FERM and PDZ domain containing 2B, pseudogene
308	2.21e-10	2.55e-12	0.2011	7.000741	1.408098	3942.37	ANXA5	annexin A5
965	2.25e-10	2.61e-12	0.2066	6.997308	1.4457275	139.45	CD58	CD58 molecule
11082	2.25e-10	2.60e-12	0.6201	6.997652	4.3393463	50.48	ESM1	endothelial cell specific molecule 1
3120	2.30e-10	2.69e-12	0.4959	6.993235	3.4679658	34.95	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2
8572	2.34e-10	2.75e-12	0.2818	6.989936	1.9694577	313.54	PDLIM4	PDZ and LIM domain 4
3136	2.34e-10	2.75e-12	0.2814	6.989718	1.9670406	912.64	HLA-H	major histocompatibility complex, class I, H (pseudogene)
