GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
89801	2.12e-69	2.07e-72	0.1002	-17.9967435	-1.8031307	813.39	PPP1R3F	protein phosphatase 1 regulatory subunit 3F
3976	4.98e-69	5.08e-72	0.4348	17.9467972	7.8035891	451.34	LIF	LIF interleukin 6 family cytokine
3233	3.42e-68	3.65e-71	0.5153	17.8370333	9.1915919	378.25	HOXD4	homeobox D4
1639	3.60e-68	4.08e-71	0.0915	-17.8307886	-1.6318244	6780.23	DCTN1	dynactin subunit 1
644596	3.60e-68	4.17e-71	0.2356	-17.8294764	-4.2010896	434.52	SMIM10L2B	small integral membrane protein 10 like 2B
6241	6.78e-68	8.18e-71	0.3908	17.7917752	6.9527886	485.56	RRM2	ribonucleotide reductase regulatory subunit M2
302	1.66e-66	2.08e-69	0.2707	17.6096406	4.7666161	5679.3	ANXA2	annexin A2
11069	2.62e-66	3.40e-69	0.2505	-17.5816978	-4.4042832	4217.82	RAPGEF4	Rap guanine nucleotide exchange factor 4
246330	4.95e-66	6.86e-69	0.1421	-17.5418585	-2.4920703	493.15	PELI3	pellino E3 ubiquitin protein ligase family member 3
11200	4.95e-66	6.89e-69	0.1635	17.5416104	2.8676956	170.65	CHEK2	checkpoint kinase 2
55504	1.14e-65	1.64e-68	0.2098	17.4922992	3.6696359	1043.76	TNFRSF19	TNF receptor superfamily member 19
5836	1.25e-65	1.86e-68	0.1974	17.4852264	3.4518307	1502.59	PYGL	glycogen phosphorylase L
63908	3.58e-65	5.49e-68	0.2294	-17.4233531	-3.9965516	4037.51	NAPB	NSF attachment protein beta
1123	4.77e-65	7.53e-68	0.2336	-17.4052609	-4.065666	7112.88	CHN1	chimerin 1
10014	4.07e-64	6.62e-67	0.0813	-17.2803403	-1.405536	1852.09	HDAC5	histone deacetylase 5
23542	7.00e-64	1.17e-66	0.2051	-17.247487	-3.5370731	2519.98	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
2012	2.52e-63	4.32e-66	0.2644	17.1717275	4.540559	3955.23	EMP1	epithelial membrane protein 1
123920	3.02e-63	5.33e-66	0.1883	17.1595388	3.2305561	1147.49	CMTM3	CKLF like MARVEL transmembrane domain containing 3
84940	4.26e-63	7.71e-66	0.2154	-17.138131	-3.6909429	911.68	CORO6	coronin 6
9143	1.07e-62	1.99e-65	0.2691	-17.0828102	-4.5976692	847.73	SYNGR3	synaptogyrin 3
2149	1.61e-62	3.07e-65	0.2587	17.0576481	4.4119724	1008.78	F2R	coagulation factor II thrombin receptor
196410	3.14e-62	6.11e-65	0.288	17.0173182	4.9003979	955.89	METTL7B	methyltransferase like 7B
3485	6.78e-62	1.35e-64	0.3235	16.9707418	5.4904346	6692.86	IGFBP2	insulin like growth factor binding protein 2
112268112	1.06e-61	2.17e-64	0.2798	16.9430707	4.740621	781.28	LOC112268112	
4288	2.58e-61	5.39e-64	0.5005	16.889357	8.4527315	1343.59	MKI67	marker of proliferation Ki-67
4323	1.27e-59	2.70e-62	0.2802	16.6567587	4.6675189	3421.34	MMP14	matrix metallopeptidase 14
23416	2.31e-59	5.05e-62	0.2661	-16.6193725	-4.4222319	1129.57	KCNH3	potassium voltage-gated channel subfamily H member 3
728229	2.35e-59	5.24e-62	0.1602	-16.6171183	-2.6626584	79.58	TMEM191B	transmembrane protein 191B
10385	1.14e-58	2.59e-61	0.1451	16.5211208	2.3969783	369.8	BTN2A2	butyrophilin subfamily 2 member A2
30815	2.24e-58	5.20e-61	0.1041	-16.4789333	-1.7156652	1793.95	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
84446	5.26e-57	1.24e-59	0.1438	-16.2858322	-2.3419677	2893.92	BRSK1	BR serine/threonine kinase 1
645426	1.03e-56	2.49e-59	0.1433	-16.2432654	-2.3275706	52.03	TMEM191C	transmembrane protein 191C
64778	1.81e-56	4.46e-59	0.1775	16.2075793	2.877579	1127.58	FNDC3B	fibronectin type III domain containing 3B
3235	2.06e-56	5.16e-59	0.6344	16.1985956	10.2765105	188.37	HOXD9	homeobox D9
84695	2.39e-56	6.09e-59	0.1035	16.1883425	1.6753528	839.43	LOXL3	lysyl oxidase like 3
23413	2.58e-56	6.71e-59	0.1958	-16.1824583	-3.1682369	5470.72	NCS1	neuronal calcium sensor 1
7035	2.97e-56	7.85e-59	0.2453	16.1727657	3.9671656	601.46	TFPI	tissue factor pathway inhibitor
146206	3.29e-56	8.85e-59	0.2616	-16.165364	-4.2287699	261.16	CARMIL2	capping protein regulator and myosin 1 linker 2
19	3.58e-56	9.96e-59	0.2112	16.1580853	3.4128424	4039.46	ABCA1	ATP binding cassette subfamily A member 1
144455	3.58e-56	9.85e-59	0.3279	16.1587927	5.298897	200.06	E2F7	E2F transcription factor 7
8407	5.77e-56	1.63e-58	0.1912	16.1275371	3.0828713	4157	TAGLN2	transgelin 2
55728	6.33e-56	1.82e-58	0.1367	16.1208774	2.2042348	323.58	N4BP2	NEDD4 binding protein 2
12	6.51e-56	1.90e-58	0.3793	16.1180696	6.1143255	14574.25	SERPINA3	serpin family A member 3
10817	7.70e-56	2.29e-58	0.0974	-16.106739	-1.5686909	345.39	FRS3	fibroblast growth factor receptor substrate 3
10645	1.18e-55	3.57e-58	0.1704	-16.0791218	-2.7395606	2661.8	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
7045	4.24e-55	1.30e-57	0.3855	15.9989757	6.1671478	3481.61	TGFBI	transforming growth factor beta induced
9764	5.96e-55	1.85e-57	0.2256	-15.9767951	-3.6045308	3176.24	KIAA0513	KIAA0513
770	1.17e-54	3.70e-57	0.2346	-15.9335866	-3.7372537	2481.92	CA11	carbonic anhydrase 11
84222	1.64e-54	5.24e-57	0.1906	-15.9119276	-3.0320865	50.24	TMEM191A	transmembrane protein 191A (pseudogene)
1809	1.88e-54	6.11e-57	0.155	15.9022591	2.4644535	12597.17	DPYSL3	dihydropyrimidinase like 3
1116	2.28e-54	7.52e-57	0.4311	15.889301	6.8491779	59698.37	CHI3L1	chitinase 3 like 1
64412	2.55e-54	8.52e-57	0.0987	-15.8814105	-1.5669904	1445.95	GZF1	GDNF inducible zinc finger protein 1
9423	2.57e-54	8.69e-57	0.2197	15.8801978	3.4890871	1637.98	NTN1	netrin 1
23154	2.58e-54	8.86e-57	0.2097	-15.8789606	-3.3295959	5609.74	NCDN	neurochondrin
4605	3.28e-54	1.14e-56	0.4841	15.863015	7.6790346	397.49	MYBL2	MYB proto-oncogene like 2
100873921	4.76e-54	1.68e-56	0.3057	-15.8388827	-4.8412969	153.41	SYP-AS1	SYP antisense RNA 1
9912	5.08e-54	1.82e-56	0.3118	-15.833913	-4.937789	615.32	ARHGAP44	Rho GTPase activating protein 44
56829	9.46e-54	3.43e-56	0.1381	15.7939392	2.1815604	1199.59	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
4714	3.26e-53	1.20e-55	0.1052	-15.7149105	-1.6524843	1616.08	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
6474	3.51e-53	1.30e-55	0.4614	15.7094493	7.2483329	196.59	SHOX2	short stature homeobox 2
1282	3.99e-53	1.50e-55	0.3265	15.7006084	5.1267257	7766.5	COL4A1	collagen type IV alpha 1 chain
9332	4.97e-53	1.89e-55	0.3949	15.6857741	6.1947918	4474.95	CD163	CD163 molecule
8525	7.43e-53	2.86e-55	0.1482	-15.6594809	-2.3202817	3445.51	DGKZ	diacylglycerol kinase zeta
54718	8.15e-53	3.18e-55	0.2125	15.652876	3.3259843	56.94	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene
6855	8.39e-53	3.31e-55	0.2964	-15.6502465	-4.6391036	4787.76	SYP	synaptophysin
55872	1.15e-52	4.58e-55	0.5046	15.6295012	7.8866689	286.86	PBK	PDZ binding kinase
9145	1.18e-52	4.77e-55	0.222	-15.6269937	-3.4692806	3788.16	SYNGR1	synaptogyrin 1
102191832	1.39e-52	5.68e-55	0.1908	-15.6157918	-2.9797934	51.33	FBXW7-AS1	FBXW7 antisense RNA 1
3221	1.50e-52	6.21e-55	0.3257	15.6101414	5.0840018	108.54	HOXC4	homeobox C4
84441	1.90e-52	7.92e-55	0.15	15.5945948	2.3396597	1154.74	MAML2	mastermind like transcriptional coactivator 2
29927	2.55e-52	1.08e-54	0.1263	15.5748859	1.9669514	5960.92	SEC61A1	SEC61 translocon subunit alpha 1
207063	2.59e-52	1.11e-54	0.1231	15.5733098	1.9165746	343.95	DHRSX	dehydrogenase/reductase X-linked
2316	2.85e-52	1.23e-54	0.2098	15.5664141	3.2663563	16726.66	FLNA	filamin A
55603	3.55e-52	1.55e-54	0.2288	15.5516445	3.5585703	670.01	TENT5A	terminal nucleotidyltransferase 5A
83690	6.95e-52	3.10e-54	0.2526	15.5072621	3.91678	1593.15	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1
4185	6.95e-52	3.09e-54	0.2613	-15.5074775	-4.0519281	1008.15	ADAM11	ADAM metallopeptidase domain 11
26034	7.03e-52	3.17e-54	0.2854	-15.5058598	-4.4252926	868.23	IPCEF1	interaction protein for cytohesin exchange factors 1
55355	8.63e-52	3.92e-54	0.494	15.4920895	7.6535571	261.97	HJURP	Holliday junction recognition protein
6781	1.20e-51	5.49e-54	0.4015	15.4704586	6.2112703	324.64	STC1	stanniocalcin 1
9833	1.26e-51	5.83e-54	0.4843	15.4666282	7.4900629	224.33	MELK	maternal embryonic leucine zipper kinase
57664	1.44e-51	6.77e-54	0.2751	15.4569902	4.2525417	1226.9	PLEKHA4	pleckstrin homology domain containing A4
11118	1.63e-51	7.73e-54	0.1855	15.4484089	2.865887	1083.28	BTN3A2	butyrophilin subfamily 3 member A2
965	2.38e-51	1.14e-53	0.1573	15.4235989	2.425763	287.93	CD58	CD58 molecule
2785	2.85e-51	1.37e-53	0.3052	-15.4113252	-4.7029927	1138.02	GNG3	G protein subunit gamma 3
84084	3.13e-51	1.52e-53	0.1134	-15.4046405	-1.7476218	186.51	RAB6C	RAB6C, member RAS oncogene family
3654	4.62e-51	2.27e-53	0.0871	15.3787619	1.3394314	2679.8	IRAK1	interleukin 1 receptor associated kinase 1
79023	1.17e-50	5.79e-53	0.0924	15.3180878	1.4150417	204.55	NUP37	nucleoporin 37
101929544	1.23e-50	6.17e-53	0.4533	-15.3139133	-6.9414297	27.88	LINC02217	long intergenic non-protein coding RNA 2217
345079	1.92e-50	9.70e-53	0.379	-15.2845014	-5.7925064	133.19	SOWAHB	sosondowah ankyrin repeat domain family member B
5582	2.22e-50	1.13e-52	0.3701	-15.2743085	-5.6523765	610.9	PRKCG	protein kinase C gamma
146691	3.01e-50	1.55e-52	0.1051	-15.2538556	-1.6029051	3598.19	TOM1L2	target of myb1 like 2 membrane trafficking protein
5988	4.44e-50	2.31e-52	0.2949	-15.2279454	-4.4907259	152.46	RFPL1	ret finger protein like 1
771	4.96e-50	2.60e-52	0.3475	15.2200502	5.2890707	2367.39	CA12	carbonic anhydrase 12
147746	6.68e-50	3.53e-52	0.3162	-15.2000699	-4.8059317	71.19	HIPK4	homeodomain interacting protein kinase 4
5646	7.84e-50	4.18e-52	0.2953	-15.1890044	-4.485178	92.77	PRSS3	serine protease 3
580	9.23e-50	4.97e-52	0.135	15.1777288	2.0489102	387.91	BARD1	BRCA1 associated RING domain 1
374890	1.09e-49	5.91e-52	0.4395	-15.1662884	-6.6654661	21.55	LINC01785	long intergenic non-protein coding RNA 1785
6913	1.35e-49	7.38e-52	0.2418	15.1517159	3.6631787	239.39	TBX15	T-box transcription factor 15
84926	1.76e-49	9.71e-52	0.1534	-15.1336937	-2.3222354	2445.16	SPRYD3	SPRY domain containing 3
151835	2.20e-49	1.23e-51	0.3444	-15.1183023	-5.2069266	257.51	CPNE9	copine family member 9
3236	3.12e-49	1.75e-51	0.6481	15.0947357	9.7834997	209.64	HOXD10	homeobox D10
93185	3.23e-49	1.83e-51	0.1574	-15.092062	-2.3759099	3180.44	IGSF8	immunoglobulin superfamily member 8
83394	4.64e-49	2.65e-51	0.2564	-15.0675485	-3.8631461	1176.07	PITPNM3	PITPNM family member 3
28964	4.75e-49	2.73e-51	0.0965	-15.0654717	-1.4531216	2592.22	GIT1	GIT ArfGAP 1
27286	4.98e-49	2.89e-51	0.2981	15.0618299	4.4899431	858.24	SRPX2	sushi repeat containing protein X-linked 2
55165	6.02e-49	3.52e-51	0.4332	15.0487237	6.5186749	155.8	CEP55	centrosomal protein 55
1742	7.33e-49	4.32e-51	0.1631	-15.0351341	-2.4516239	3436.46	DLG4	discs large MAGUK scaffold protein 4
143888	8.30e-49	4.93e-51	0.1487	15.0263986	2.2351526	854.75	POGLUT3	protein O-glucosyltransferase 3
808	9.01e-49	5.39e-51	0.1816	-15.020464	-2.7281805	12041.07	CALM3	calmodulin 3
90853	1.01e-48	6.12e-51	0.419	15.0120758	6.2894044	1548.69	SPOCD1	SPOC domain containing 1
163255	1.44e-48	8.76e-51	0.1384	-14.9882645	-2.0741473	318.04	ZNF540	zinc finger protein 540
219539	1.53e-48	9.39e-51	0.1831	-14.9836268	-2.742874	458.96	YPEL4	yippee like 4
58516	2.04e-48	1.26e-50	0.218	14.9642667	3.2620429	344.86	SINHCAF	SIN3-HDAC complex associated factor
6812	2.23e-48	1.39e-50	0.2616	-14.9577701	-3.9133921	5461.91	STXBP1	syntaxin binding protein 1
1408	2.41e-48	1.51e-50	0.1315	-14.9521479	-1.9658368	1289.69	CRY2	cryptochrome circadian regulator 2
10403	2.92e-48	1.84e-50	0.435	14.9388055	6.4990269	205.27	NDC80	NDC80 kinetochore complex component
11065	3.22e-48	2.04e-50	0.4792	14.9318784	7.155384	276.22	UBE2C	ubiquitin conjugating enzyme E2 C
3371	3.43e-48	2.19e-50	0.3569	14.9271818	5.3277523	13680.77	TNC	tenascin C
54919	4.10e-48	2.64e-50	0.0976	14.914745	1.4563254	763.72	DNAAF5	dynein axonemal assembly factor 5
535	4.42e-48	2.87e-50	0.1155	-14.9092112	-1.7226442	4248.74	ATP6V0A1	ATPase H+ transporting V0 subunit a1
5598	4.51e-48	2.95e-50	0.1228	14.9074313	1.8306472	573.13	MAPK7	mitogen-activated protein kinase 7
27069	9.80e-48	6.46e-50	0.1138	-14.8549713	-1.6908303	3538.52	GHITM	growth hormone inducible transmembrane protein
2019	1.39e-47	9.23e-50	0.5205	14.8310086	7.7192699	153.06	EN1	engrailed homeobox 1
5871	1.42e-47	9.51e-50	0.1036	-14.8290277	-1.5369232	881.41	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2
7076	1.64e-47	1.10e-49	0.3639	14.8190881	5.3919537	6135.12	TIMP1	TIMP metallopeptidase inhibitor 1
55240	1.94e-47	1.31e-49	0.2752	14.8074566	4.0746141	942.84	STEAP3	STEAP3 metalloreductase
5601	2.29e-47	1.56e-49	0.1416	-14.7956214	-2.0951359	2048.27	MAPK9	mitogen-activated protein kinase 9
100996301	2.50e-47	1.72e-49	0.5303	14.7893834	7.8422833	55.73	FOXD3-AS1	FOXD3 antisense RNA 1
534	3.40e-47	2.35e-49	0.2619	-14.7681069	-3.8681558	1846.37	ATP6V1G2	ATPase H+ transporting V1 subunit G2
3381	3.81e-47	2.65e-49	0.5463	14.7600672	8.0637717	304.55	IBSP	integrin binding sialoprotein
64857	4.19e-47	2.93e-49	0.2204	14.7531995	3.2520428	1218.12	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
3426	4.51e-47	3.18e-49	0.3298	14.7477934	4.8642842	1256.8	CFI	complement factor I
56245	5.20e-47	3.69e-49	0.3986	14.7376418	5.8742188	981.92	C21orf62	chromosome 21 open reading frame 62
101927646	6.06e-47	4.33e-49	0.2827	14.7268528	4.1633606	223.57	LOC101927646	uncharacterized LOC101927646
5328	7.29e-47	5.24e-49	0.361	14.7139645	5.3123577	717.29	PLAU	plasminogen activator, urokinase
196394	8.13e-47	5.89e-49	0.1318	-14.7061523	-1.9380372	392.12	AMN1	antagonist of mitotic exit network 1 homolog
6646	8.95e-47	6.52e-49	0.1306	14.699203	1.9197608	1068.58	SOAT1	sterol O-acyltransferase 1
9700	9.61e-47	7.04e-49	0.4092	14.6940023	6.0131979	247.94	ESPL1	extra spindle pole bodies like 1, separase
7050	9.86e-47	7.28e-49	0.2077	14.6918008	3.0520399	701.55	TGIF1	TGFB induced factor homeobox 1
112268056	1.01e-46	7.53e-49	0.1076	-14.6895081	-1.5800574	86.97	LOC112268056	
80863	1.14e-46	8.53e-49	0.2195	-14.6810303	-3.2223929	630.69	PRRT1	proline rich transmembrane protein 1
57644	1.39e-46	1.04e-48	0.2002	-14.6674824	-2.9368416	472.41	MYH7B	myosin heavy chain 7B
4615	1.39e-46	1.05e-48	0.1554	14.6669114	2.278604	654.92	MYD88	MYD88 innate immune signal transduction adaptor
80336	3.02e-46	2.30e-48	0.1531	14.6136078	2.2366171	1123.76	PABPC1L	poly(A) binding protein cytoplasmic 1 like
4744	3.68e-46	2.82e-48	0.3531	-14.5997889	-5.1554095	883.67	NEFH	neurofilament heavy chain
5532	3.73e-46	2.88e-48	0.1729	-14.5983654	-2.5234519	2161.93	PPP3CB	protein phosphatase 3 catalytic subunit beta
10444	3.95e-46	3.06e-48	0.0992	-14.5941198	-1.4484394	2115.93	ZER1	zyg-11 related cell cycle regulator
9853	5.75e-46	4.49e-48	0.1247	-14.5680346	-1.8161218	2094.93	RUSC2	RUN and SH3 domain containing 2
64137	7.71e-46	6.04e-48	0.2985	-14.5476558	-4.3419607	195.21	ABCG4	ATP binding cassette subfamily G member 4
5739	8.61e-46	6.79e-48	0.1778	-14.5396776	-2.585462	2055.98	PTGIR	prostaglandin I2 receptor
8514	1.68e-45	1.33e-47	0.2523	-14.4936012	-3.6565783	3154.06	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
400818	1.84e-45	1.47e-47	0.0913	14.486654	1.3226311	673.45	NBPF9	NBPF member 9
10531	2.00e-45	1.60e-47	0.0797	-14.4806967	-1.1546904	1334.09	PITRM1	pitrilysin metallopeptidase 1
343099	2.24e-45	1.81e-47	0.1047	14.4725061	1.5153631	231.13	CCDC18	coiled-coil domain containing 18
107984950	2.39e-45	1.94e-47	0.0916	-14.4675921	-1.3245798	375.13	LOC107984950	uncharacterized LOC107984950
3234	2.47e-45	2.01e-47	0.6558	14.4650576	9.4867745	155.87	HOXD8	homeobox D8
5581	2.48e-45	2.04e-47	0.2294	-14.4642752	-3.3176831	1381.56	PRKCE	protein kinase C epsilon
9601	2.60e-45	2.15e-47	0.1713	14.4605835	2.4776473	2730.08	PDIA4	protein disulfide isomerase family A member 4
7008	2.87e-45	2.39e-47	0.1819	-14.4533618	-2.6293476	1298.47	TEF	TEF transcription factor, PAR bZIP family member
374393	2.92e-45	2.44e-47	0.5139	14.4518133	7.4263473	158.44	FAM111B	FAM111 trypsin like peptidase B
51062	2.94e-45	2.47e-47	0.1954	-14.4510334	-2.8231406	1242.08	ATL1	atlastin GTPase 1
80212	2.98e-45	2.52e-47	0.1063	-14.4497539	-1.5364293	1556.94	CCDC92	coiled-coil domain containing 92
5864	3.43e-45	2.91e-47	0.3501	-14.4396358	-5.0549658	1656.66	RAB3A	RAB3A, member RAS oncogene family
23349	5.83e-45	4.98e-47	0.3764	-14.4026301	-5.4204638	1480.55	PHF24	PHD finger protein 24
3206	6.96e-45	5.97e-47	0.6514	14.3900853	9.3740188	100.75	HOXA10	homeobox A10
871	7.75e-45	6.69e-47	0.299	14.3822816	4.3006392	1941.91	SERPINH1	serpin family H member 1
5872	9.88e-45	8.57e-47	0.1898	14.3650854	2.7257807	1529.24	RAB13	RAB13, member RAS oncogene family
762	1.38e-44	1.20e-46	0.1119	-14.3417269	-1.6045143	472.06	CA4	carbonic anhydrase 4
106821730	1.60e-44	1.40e-46	0.2221	-14.3309585	-3.1835962	203.66	BUB1B-PAK6	BUB1B-PAK6 readthrough
4313	1.61e-44	1.42e-46	0.286	14.3301598	4.0978288	1366.37	MMP2	matrix metallopeptidase 2
85360	2.01e-44	1.78e-46	0.1752	14.3144331	2.5076369	616.84	SYDE1	synapse defective Rho GTPase homolog 1
22918	2.10e-44	1.87e-46	0.2679	14.3109971	3.8334981	1152.27	CD93	CD93 molecule
79733	2.32e-44	2.07e-46	0.4677	14.3037215	6.6901193	65.59	E2F8	E2F transcription factor 8
1978	2.40e-44	2.16e-46	0.2487	14.3007391	3.5562385	404.21	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
84253	2.42e-44	2.19e-46	0.1517	-14.2998502	-2.1690199	529.83	GARNL3	GTPase activating Rap/RanGAP domain like 3
10024	2.59e-44	2.35e-46	0.4995	14.2949134	7.1401541	219.02	TROAP	trophinin associated protein
4343	3.18e-44	2.91e-46	0.1207	14.2801953	1.7241622	2116.04	MOV10	Mov10 RISC complex RNA helicase
64105	3.35e-44	3.08e-46	0.3029	14.2761736	4.3235917	151.83	CENPK	centromere protein K
4705	3.74e-44	3.45e-46	0.0803	-14.2681772	-1.1458524	2936.82	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10
10982	4.17e-44	3.87e-46	0.1124	-14.2602847	-1.6025758	4025.23	MAPRE2	microtubule associated protein RP/EB family member 2
10361	5.34e-44	4.98e-46	0.3678	-14.2426837	-5.2381024	296.2	NPM2	nucleophosmin/nucleoplasmin 2
4130	6.12e-44	5.74e-46	0.1989	-14.2327563	-2.8311057	11970.25	MAP1A	microtubule associated protein 1A
3213	6.54e-44	6.17e-46	0.5498	14.2277259	7.8218841	455.48	HOXB3	homeobox B3
1017	7.14e-44	6.76e-46	0.2369	14.2212726	3.3695638	494.42	CDK2	cyclin dependent kinase 2
150726	7.45e-44	7.08e-46	0.214	-14.2180195	-3.0426502	1745.76	FBXO41	F-box protein 41
140707	8.27e-44	7.90e-46	0.1261	-14.2103363	-1.791715	623.62	BRI3BP	BRI3 binding protein
57222	8.98e-44	8.62e-46	0.0779	14.204228	1.1058041	2342.94	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
23770	1.06e-43	1.02e-45	0.0894	-14.1925499	-1.2686909	5594.48	FKBP8	FKBP prolyl isomerase 8
105369203	1.17e-43	1.13e-45	0.3295	14.1852914	4.6734304	235.24	LOC105369203	uncharacterized LOC105369203
169792	1.18e-43	1.15e-45	0.2007	14.1838371	2.8467008	1140.51	GLIS3	GLIS family zinc finger 3
2146	1.20e-43	1.18e-45	0.2705	14.1822817	3.8362349	641.55	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
10112	1.43e-43	1.40e-45	0.3899	14.1701045	5.5247701	215.22	KIF20A	kinesin family member 20A
65220	1.71e-43	1.69e-45	0.0588	14.1569819	0.8325959	1178.82	NADK	NAD kinase
57524	2.02e-43	2.00e-45	0.2014	-14.1450724	-2.8483988	1329.68	CASKIN1	CASK interacting protein 1
8614	2.51e-43	2.51e-45	0.3478	14.1292348	4.9136718	560.27	STC2	stanniocalcin 2
9620	2.58e-43	2.59e-45	0.3284	14.1270799	4.6387991	514.34	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
79712	2.60e-43	2.62e-45	0.0732	-14.1261647	-1.0341929	792.31	GTDC1	glycosyltransferase like domain containing 1
9212	2.76e-43	2.79e-45	0.5692	14.1217238	8.0383512	158.23	AURKB	aurora kinase B
4192	2.84e-43	2.89e-45	0.2615	14.1193752	3.692118	1366.83	MDK	midkine
4439	3.58e-43	3.65e-45	0.1491	14.1027618	2.1026743	238.83	MSH5	mutS homolog 5
192683	4.14e-43	4.24e-45	0.1974	-14.0921624	-2.7818903	3895.86	SCAMP5	secretory carrier membrane protein 5
5534	4.38e-43	4.52e-45	0.1716	-14.0877508	-2.4168779	3090.16	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
134957	4.76e-43	4.92e-45	0.1748	-14.0816825	-2.4619677	936.91	STXBP5	syntaxin binding protein 5
604	4.81e-43	5.00e-45	0.1492	14.0805282	2.1010208	4949.53	BCL6	BCL6 transcription repressor
23281	5.44e-43	5.69e-45	0.3654	-14.0714971	-5.141041	199.69	MTUS2	microtubule associated scaffold protein 2
387923	5.56e-43	5.83e-45	0.157	-14.0696617	-2.2089057	336.67	SERP2	stress associated endoplasmic reticulum protein family member 2
4905	6.28e-43	6.62e-45	0.2062	-14.0607244	-2.8991461	3661.01	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
107987140	6.66e-43	7.05e-45	0.2995	-14.0562585	-4.2103773	47.65	LOC107987140	uncharacterized LOC107987140
64112	7.12e-43	7.57e-45	0.1834	-14.0512729	-2.5770781	2182.31	MOAP1	modulator of apoptosis 1
22891	9.64e-43	1.03e-44	0.253	-14.0294909	-3.548973	1426.31	ZNF365	zinc finger protein 365
304	9.95e-43	1.07e-44	0.3082	14.0269522	4.3229184	220.84	ANXA2P2	annexin A2 pseudogene 2
55220	1.09e-42	1.18e-44	0.2966	14.0195935	4.1584693	2322.44	KLHDC8A	kelch domain containing 8A
653677	1.09e-42	1.18e-44	0.1949	-14.0197947	-2.7321646	115.78	SEC1P	secretory blood group 1, pseudogene
79085	1.15e-42	1.25e-44	0.1384	-14.0155071	-1.9403644	3610.25	SLC25A23	solute carrier family 25 member 23
157313	1.29e-42	1.40e-44	0.4455	14.0074477	6.2400857	150.13	CDCA2	cell division cycle associated 2
